Country.Region,date,total_count
Jordan,2.19.20,0
Kuwait,2.19.20,0
Latvia,2.19.20,0
Lebanon,2.19.20,0
Liechtenstein,2.19.20,0
Lithuania,2.19.20,0
Luxembourg,2.19.20,0
Macau,2.19.20,10
Mainland China,2.19.20,74546
Malaysia,2.19.20,22
Malta,2.19.20,0
Martinique,2.19.20,0
Mexico,2.19.20,0
Monaco,2.19.20,0
Morocco,2.19.20,0
Nepal,2.19.20,1
Netherlands,2.19.20,0
New Zealand,2.19.20,0
Nigeria,2.19.20,0
North Macedonia,2.19.20,0
Norway,2.19.20,0
Oman,2.19.20,0
Others,2.19.20,621
Pakistan,2.19.20,0
Palestine,2.19.20,0
Peru,2.19.20,0
Philippines,2.19.20,3
Poland,2.19.20,0
Portugal,2.19.20,0
Qatar,2.19.20,0
Romania,2.19.20,0
Russia,2.19.20,2
Saint Barthelemy,2.19.20,0
San Marino,2.19.20,0
Saudi Arabia,2.19.20,0
Senegal,2.19.20,0
Serbia,2.19.20,0
Singapore,2.19.20,84
Slovakia,2.19.20,0
Slovenia,2.19.20,0
South Africa,2.19.20,0
South Korea,2.19.20,31
Spain,2.19.20,2
Sri Lanka,2.19.20,1
Sweden,2.19.20,1
Switzerland,2.19.20,0
Taiwan,2.19.20,23
Thailand,2.19.20,35
Togo,2.19.20,0
Tunisia,2.19.20,0
UK,2.19.20,9
Ukraine,2.19.20,0
United Arab Emirates,2.19.20,9
US,2.19.20,15
Vatican City,2.19.20,0
Vietnam,2.19.20,16
Afghanistan,2.02.20,0
Algeria,2.02.20,0
Andorra,2.02.20,0
Argentina,2.02.20,0
Armenia,2.02.20,0
Australia,2.02.20,12
Austria,2.02.20,0
Azerbaijan,2.02.20,0
Bahrain,2.02.20,0
Belarus,2.02.20,0
Belgium,2.02.20,0
Bhutan,2.02.20,0
Bosnia and Herzegovina,2.02.20,0
Brazil,2.02.20,0
Cambodia,2.02.20,1
Cameroon,2.02.20,0
Canada,2.02.20,4
Chile,2.02.20,0
Colombia,2.02.20,0
Costa Rica,2.02.20,0
Croatia,2.02.20,0
Czech Republic,2.02.20,0
Denmark,2.02.20,0
Dominican Republic,2.02.20,0
Ecuador,2.02.20,0
Egypt,2.02.20,0
Estonia,2.02.20,0
Faroe Islands,2.02.20,0
Finland,2.02.20,1
France,2.02.20,6
French Guiana,2.02.20,0
Georgia,2.02.20,0
Germany,2.02.20,10
Gibraltar,2.02.20,0
Greece,2.02.20,0
Hong Kong,2.02.20,15
Hungary,2.02.20,0
Iceland,2.02.20,0
India,2.02.20,2
Indonesia,2.02.20,0
Iran,2.02.20,0
Iraq,2.02.20,0
Ireland,2.02.20,0
Israel,2.02.20,0
Italy,2.02.20,2
Japan,2.02.20,20
Jordan,2.02.20,0
Kuwait,2.02.20,0
Latvia,2.02.20,0
Lebanon,2.02.20,0
Liechtenstein,2.02.20,0
Lithuania,2.02.20,0
Luxembourg,2.02.20,0
Macau,2.02.20,8
Mainland China,2.02.20,16607
Malaysia,2.02.20,8
Malta,2.02.20,0
Martinique,2.02.20,0
Mexico,2.02.20,0
Monaco,2.02.20,0
Morocco,2.02.20,0
Nepal,2.02.20,1
Netherlands,2.02.20,0
New Zealand,2.02.20,0
Nigeria,2.02.20,0
North Macedonia,2.02.20,0
Norway,2.02.20,0
Oman,2.02.20,0
Others,2.02.20,0
Pakistan,2.02.20,0
Palestine,2.02.20,0
Peru,2.02.20,0
Philippines,2.02.20,2
Poland,2.02.20,0
Portugal,2.02.20,0
Qatar,2.02.20,0
Romania,2.02.20,0
Russia,2.02.20,2
Saint Barthelemy,2.02.20,0
San Marino,2.02.20,0
Saudi Arabia,2.02.20,0
Senegal,2.02.20,0
Serbia,2.02.20,0
Singapore,2.02.20,18
Slovakia,2.02.20,0
Slovenia,2.02.20,0
South Africa,2.02.20,0
South Korea,2.02.20,15
Spain,2.02.20,1
Sri Lanka,2.02.20,1
Sweden,2.02.20,1
Switzerland,2.02.20,0
Taiwan,2.02.20,10
Thailand,2.02.20,19
Togo,2.02.20,0
Tunisia,2.02.20,0
UK,2.02.20,2
Ukraine,2.02.20,0
United Arab Emirates,2.02.20,5
US,2.02.20,8
Vatican City,2.02.20,0
Vietnam,2.02.20,6
Afghanistan,2.20.20,0
Algeria,2.20.20,0
Andorra,2.20.20,0
Argentina,2.20.20,0
Armenia,2.20.20,0
Australia,2.20.20,15
Austria,2.20.20,0
Azerbaijan,2.20.20,0
Bahrain,2.20.20,0
Belarus,2.20.20,0
Belgium,2.20.20,1
Bhutan,2.20.20,0
Bosnia and Herzegovina,2.20.20,0
Brazil,2.20.20,0
Cambodia,2.20.20,1
Cameroon,2.20.20,0
Canada,2.20.20,8
Chile,2.20.20,0
Colombia,2.20.20,0
Costa Rica,2.20.20,0
Croatia,2.20.20,0
Czech Republic,2.20.20,0
Denmark,2.20.20,0
Dominican Republic,2.20.20,0
Ecuador,2.20.20,0
Egypt,2.20.20,1
Estonia,2.20.20,0
Faroe Islands,2.20.20,0
Finland,2.20.20,1
France,2.20.20,12
French Guiana,2.20.20,0
Georgia,2.20.20,0
Germany,2.20.20,16
Gibraltar,2.20.20,0
Greece,2.20.20,0
Hong Kong,2.20.20,68
Hungary,2.20.20,0
Iceland,2.20.20,0
India,2.20.20,3
Indonesia,2.20.20,0
Iran,2.20.20,5
Iraq,2.20.20,0
Ireland,2.20.20,0
Israel,2.20.20,0
Italy,2.20.20,3
Japan,2.20.20,94
Jordan,2.20.20,0
Kuwait,2.20.20,0
Latvia,2.20.20,0
Lebanon,2.20.20,0
Liechtenstein,2.20.20,0
Lithuania,2.20.20,0
Luxembourg,2.20.20,0
Macau,2.20.20,10
Mainland China,2.20.20,74999
Malaysia,2.20.20,22
Malta,2.20.20,0
Martinique,2.20.20,0
Mexico,2.20.20,0
Monaco,2.20.20,0
Morocco,2.20.20,0
Nepal,2.20.20,1
Netherlands,2.20.20,0
New Zealand,2.20.20,0
Nigeria,2.20.20,0
North Macedonia,2.20.20,0
Norway,2.20.20,0
Oman,2.20.20,0
Others,2.20.20,634
Pakistan,2.20.20,0
Palestine,2.20.20,0
Peru,2.20.20,0
Philippines,2.20.20,3
Poland,2.20.20,0
Portugal,2.20.20,0
Qatar,2.20.20,0
Romania,2.20.20,0
Russia,2.20.20,2
Saint Barthelemy,2.20.20,0
San Marino,2.20.20,0
Saudi Arabia,2.20.20,0
Senegal,2.20.20,0
Serbia,2.20.20,0
Singapore,2.20.20,84
Slovakia,2.20.20,0
Slovenia,2.20.20,0
South Africa,2.20.20,0
South Korea,2.20.20,104
Spain,2.20.20,2
Sri Lanka,2.20.20,1
Sweden,2.20.20,1
Switzerland,2.20.20,0
Taiwan,2.20.20,24
Thailand,2.20.20,35
Togo,2.20.20,0
Tunisia,2.20.20,0
UK,2.20.20,9
Ukraine,2.20.20,0
United Arab Emirates,2.20.20,9
US,2.20.20,15
Vatican City,2.20.20,0
Vietnam,2.20.20,16
Afghanistan,2.21.20,0
Algeria,2.21.20,0
Andorra,2.21.20,0
Argentina,2.21.20,0
Armenia,2.21.20,0
Australia,2.21.20,19
Austria,2.21.20,0
Azerbaijan,2.21.20,0
Bahrain,2.21.20,0
Belarus,2.21.20,0
Belgium,2.21.20,1
Bhutan,2.21.20,0
Bosnia and Herzegovina,2.21.20,0
Brazil,2.21.20,0
Cambodia,2.21.20,1
Cameroon,2.21.20,0
Canada,2.21.20,9
Chile,2.21.20,0
Colombia,2.21.20,0
Costa Rica,2.21.20,0
Croatia,2.21.20,0
Czech Republic,2.21.20,0
Denmark,2.21.20,0
Dominican Republic,2.21.20,0
Ecuador,2.21.20,0
Egypt,2.21.20,1
Estonia,2.21.20,0
Faroe Islands,2.21.20,0
Finland,2.21.20,1
France,2.21.20,12
French Guiana,2.21.20,0
Georgia,2.21.20,0
Germany,2.21.20,16
Gibraltar,2.21.20,0
Greece,2.21.20,0
Hong Kong,2.21.20,68
Hungary,2.21.20,0
Iceland,2.21.20,0
India,2.21.20,3
Indonesia,2.21.20,0
Iran,2.21.20,18
Iraq,2.21.20,0
Ireland,2.21.20,0
Israel,2.21.20,1
Italy,2.21.20,20
Japan,2.21.20,105
Jordan,2.21.20,0
Kuwait,2.21.20,0
Latvia,2.21.20,0
Lebanon,2.21.20,1
Liechtenstein,2.21.20,0
Lithuania,2.21.20,0
Luxembourg,2.21.20,0
Macau,2.21.20,10
Mainland China,2.21.20,75472
Malaysia,2.21.20,22
Malta,2.21.20,0
Martinique,2.21.20,0
Mexico,2.21.20,0
Monaco,2.21.20,0
Morocco,2.21.20,0
Nepal,2.21.20,1
Netherlands,2.21.20,0
New Zealand,2.21.20,0
Nigeria,2.21.20,0
North Macedonia,2.21.20,0
Norway,2.21.20,0
Oman,2.21.20,0
Others,2.21.20,634
Pakistan,2.21.20,0
Palestine,2.21.20,0
Peru,2.21.20,0
Philippines,2.21.20,3
Poland,2.21.20,0
Portugal,2.21.20,0
Qatar,2.21.20,0
Romania,2.21.20,0
Russia,2.21.20,2
Saint Barthelemy,2.21.20,0
San Marino,2.21.20,0
Saudi Arabia,2.21.20,0
Senegal,2.21.20,0
Serbia,2.21.20,0
Singapore,2.21.20,85
Slovakia,2.21.20,0
Slovenia,2.21.20,0
South Africa,2.21.20,0
South Korea,2.21.20,204
Spain,2.21.20,2
Sri Lanka,2.21.20,1
Sweden,2.21.20,1
Switzerland,2.21.20,0
Taiwan,2.21.20,26
Thailand,2.21.20,35
Togo,2.21.20,0
Tunisia,2.21.20,0
UK,2.21.20,9
Ukraine,2.21.20,0
United Arab Emirates,2.21.20,9
US,2.21.20,35
Vatican City,2.21.20,0
Vietnam,2.21.20,16
Afghanistan,2.22.20,0
Algeria,2.22.20,0
Andorra,2.22.20,0
Argentina,2.22.20,0
Armenia,2.22.20,0
Australia,2.22.20,22
Austria,2.22.20,0
Azerbaijan,2.22.20,0
Bahrain,2.22.20,0
Belarus,2.22.20,0
Belgium,2.22.20,1
Bhutan,2.22.20,0
Bosnia and Herzegovina,2.22.20,0
Brazil,2.22.20,0
Cambodia,2.22.20,1
Cameroon,2.22.20,0
Canada,2.22.20,9
Chile,2.22.20,0
Colombia,2.22.20,0
Costa Rica,2.22.20,0
Croatia,2.22.20,0
Czech Republic,2.22.20,0
Denmark,2.22.20,0
Dominican Republic,2.22.20,0
Ecuador,2.22.20,0
Egypt,2.22.20,1
Estonia,2.22.20,0
Faroe Islands,2.22.20,0
Finland,2.22.20,1
France,2.22.20,12
French Guiana,2.22.20,0
Georgia,2.22.20,0
Germany,2.22.20,16
Gibraltar,2.22.20,0
Greece,2.22.20,0
Hong Kong,2.22.20,69
Hungary,2.22.20,0
Iceland,2.22.20,0
India,2.22.20,3
Indonesia,2.22.20,0
Iran,2.22.20,28
Iraq,2.22.20,0
Ireland,2.22.20,0
Israel,2.22.20,1
Italy,2.22.20,62
Japan,2.22.20,122
Jordan,2.22.20,0
Kuwait,2.22.20,0
Latvia,2.22.20,0
Lebanon,2.22.20,1
Liechtenstein,2.22.20,0
Lithuania,2.22.20,0
Luxembourg,2.22.20,0
Macau,2.22.20,10
Mainland China,2.22.20,76922
Malaysia,2.22.20,22
Malta,2.22.20,0
Martinique,2.22.20,0
Mexico,2.22.20,0
Monaco,2.22.20,0
Morocco,2.22.20,0
Nepal,2.22.20,1
Netherlands,2.22.20,0
New Zealand,2.22.20,0
Nigeria,2.22.20,0
North Macedonia,2.22.20,0
Norway,2.22.20,0
Oman,2.22.20,0
Others,2.22.20,634
Pakistan,2.22.20,0
Palestine,2.22.20,0
Peru,2.22.20,0
Philippines,2.22.20,3
Poland,2.22.20,0
Portugal,2.22.20,0
Qatar,2.22.20,0
Romania,2.22.20,0
Russia,2.22.20,2
Saint Barthelemy,2.22.20,0
San Marino,2.22.20,0
Saudi Arabia,2.22.20,0
Senegal,2.22.20,0
Serbia,2.22.20,0
Singapore,2.22.20,85
Slovakia,2.22.20,0
Slovenia,2.22.20,0
South Africa,2.22.20,0
South Korea,2.22.20,433
Spain,2.22.20,2
Sri Lanka,2.22.20,1
Sweden,2.22.20,1
Switzerland,2.22.20,0
Taiwan,2.22.20,26
Thailand,2.22.20,35
Togo,2.22.20,0
Tunisia,2.22.20,0
UK,2.22.20,9
Ukraine,2.22.20,0
United Arab Emirates,2.22.20,13
US,2.22.20,35
Vatican City,2.22.20,0
Vietnam,2.22.20,16
Afghanistan,2.23.20,0
Algeria,2.23.20,0
Andorra,2.23.20,0
Argentina,2.23.20,0
Armenia,2.23.20,0
Australia,2.23.20,22
Austria,2.23.20,0
Azerbaijan,2.23.20,0
Bahrain,2.23.20,0
Belarus,2.23.20,0
Belgium,2.23.20,1
Bhutan,2.23.20,0
Bosnia and Herzegovina,2.23.20,0
Brazil,2.23.20,0
Cambodia,2.23.20,1
Cameroon,2.23.20,0
Canada,2.23.20,9
Chile,2.23.20,0
Colombia,2.23.20,0
Costa Rica,2.23.20,0
Croatia,2.23.20,0
Czech Republic,2.23.20,0
Denmark,2.23.20,0
Dominican Republic,2.23.20,0
Ecuador,2.23.20,0
Egypt,2.23.20,1
Estonia,2.23.20,0
Faroe Islands,2.23.20,0
Finland,2.23.20,1
France,2.23.20,12
French Guiana,2.23.20,0
Georgia,2.23.20,0
Germany,2.23.20,16
Gibraltar,2.23.20,0
Greece,2.23.20,0
Hong Kong,2.23.20,74
Hungary,2.23.20,0
Iceland,2.23.20,0
India,2.23.20,3
Indonesia,2.23.20,0
Iran,2.23.20,43
Iraq,2.23.20,0
Ireland,2.23.20,0
Israel,2.23.20,1
Italy,2.23.20,155
Japan,2.23.20,147
Jordan,2.23.20,0
Kuwait,2.23.20,0
Latvia,2.23.20,0
Lebanon,2.23.20,1
Liechtenstein,2.23.20,0
Lithuania,2.23.20,0
Luxembourg,2.23.20,0
Macau,2.23.20,10
Mainland China,2.23.20,76938
Malaysia,2.23.20,22
Malta,2.23.20,0
Martinique,2.23.20,0
Mexico,2.23.20,0
Monaco,2.23.20,0
Morocco,2.23.20,0
Nepal,2.23.20,1
Netherlands,2.23.20,0
New Zealand,2.23.20,0
Nigeria,2.23.20,0
North Macedonia,2.23.20,0
Norway,2.23.20,0
Oman,2.23.20,0
Others,2.23.20,691
Pakistan,2.23.20,0
Palestine,2.23.20,0
Peru,2.23.20,0
Philippines,2.23.20,3
Poland,2.23.20,0
Portugal,2.23.20,0
Qatar,2.23.20,0
Romania,2.23.20,0
Russia,2.23.20,2
Saint Barthelemy,2.23.20,0
San Marino,2.23.20,0
Saudi Arabia,2.23.20,0
Senegal,2.23.20,0
Serbia,2.23.20,0
Singapore,2.23.20,89
Slovakia,2.23.20,0
Slovenia,2.23.20,0
South Africa,2.23.20,0
South Korea,2.23.20,602
Spain,2.23.20,2
Sri Lanka,2.23.20,1
Sweden,2.23.20,1
Switzerland,2.23.20,0
Taiwan,2.23.20,28
Thailand,2.23.20,35
Togo,2.23.20,0
Tunisia,2.23.20,0
UK,2.23.20,9
Ukraine,2.23.20,0
United Arab Emirates,2.23.20,13
US,2.23.20,35
Vatican City,2.23.20,0
Vietnam,2.23.20,16
Afghanistan,2.24.20,1
Algeria,2.24.20,0
Andorra,2.24.20,0
Argentina,2.24.20,0
Armenia,2.24.20,0
Australia,2.24.20,22
Austria,2.24.20,0
Azerbaijan,2.24.20,0
Bahrain,2.24.20,1
Belarus,2.24.20,0
Belgium,2.24.20,1
Bhutan,2.24.20,0
Bosnia and Herzegovina,2.24.20,0
Brazil,2.24.20,0
Cambodia,2.24.20,1
Cameroon,2.24.20,0
Canada,2.24.20,10
Chile,2.24.20,0
Colombia,2.24.20,0
Costa Rica,2.24.20,0
Croatia,2.24.20,0
Czech Republic,2.24.20,0
Denmark,2.24.20,0
Dominican Republic,2.24.20,0
Ecuador,2.24.20,0
Egypt,2.24.20,1
Estonia,2.24.20,0
Faroe Islands,2.24.20,0
Finland,2.24.20,1
France,2.24.20,12
French Guiana,2.24.20,0
Georgia,2.24.20,0
Germany,2.24.20,16
Gibraltar,2.24.20,0
Greece,2.24.20,0
Hong Kong,2.24.20,79
Hungary,2.24.20,0
Iceland,2.24.20,0
India,2.24.20,3
Indonesia,2.24.20,0
Iran,2.24.20,61
Iraq,2.24.20,1
Ireland,2.24.20,0
Israel,2.24.20,1
Italy,2.24.20,229
Japan,2.24.20,159
Jordan,2.24.20,0
Kuwait,2.24.20,1
Latvia,2.24.20,0
Lebanon,2.24.20,1
Liechtenstein,2.24.20,0
Lithuania,2.24.20,0
Luxembourg,2.24.20,0
Macau,2.24.20,10
Mainland China,2.24.20,77152
Malaysia,2.24.20,22
Malta,2.24.20,0
Martinique,2.24.20,0
Mexico,2.24.20,0
Monaco,2.24.20,0
Morocco,2.24.20,0
Nepal,2.24.20,1
Netherlands,2.24.20,0
New Zealand,2.24.20,0
Nigeria,2.24.20,0
North Macedonia,2.24.20,0
Norway,2.24.20,0
Oman,2.24.20,2
Others,2.24.20,691
Pakistan,2.24.20,0
Palestine,2.24.20,0
Peru,2.24.20,0
Philippines,2.24.20,3
Poland,2.24.20,0
Portugal,2.24.20,0
Qatar,2.24.20,0
Romania,2.24.20,0
Russia,2.24.20,2
Saint Barthelemy,2.24.20,0
San Marino,2.24.20,0
Saudi Arabia,2.24.20,0
Senegal,2.24.20,0
Serbia,2.24.20,0
Singapore,2.24.20,89
Slovakia,2.24.20,0
Slovenia,2.24.20,0
South Africa,2.24.20,0
South Korea,2.24.20,833
Spain,2.24.20,2
Sri Lanka,2.24.20,1
Sweden,2.24.20,1
Switzerland,2.24.20,0
Taiwan,2.24.20,30
Thailand,2.24.20,35
Togo,2.24.20,0
Tunisia,2.24.20,0
UK,2.24.20,13
Ukraine,2.24.20,0
United Arab Emirates,2.24.20,13
US,2.24.20,53
Vatican City,2.24.20,0
Vietnam,2.24.20,16
Afghanistan,2.25.20,1
Algeria,2.25.20,1
Andorra,2.25.20,0
Argentina,2.25.20,0
Armenia,2.25.20,0
Australia,2.25.20,22
Austria,2.25.20,2
Azerbaijan,2.25.20,0
Bahrain,2.25.20,23
Belarus,2.25.20,0
Belgium,2.25.20,1
Bhutan,2.25.20,0
Bosnia and Herzegovina,2.25.20,0
Brazil,2.25.20,0
Cambodia,2.25.20,1
Cameroon,2.25.20,0
Canada,2.25.20,11
Chile,2.25.20,0
Colombia,2.25.20,0
Costa Rica,2.25.20,0
Croatia,2.25.20,1
Czech Republic,2.25.20,0
Denmark,2.25.20,0
Dominican Republic,2.25.20,0
Ecuador,2.25.20,0
Egypt,2.25.20,1
Estonia,2.25.20,0
Faroe Islands,2.25.20,0
Finland,2.25.20,1
France,2.25.20,14
French Guiana,2.25.20,0
Georgia,2.25.20,0
Germany,2.25.20,17
Gibraltar,2.25.20,0
Greece,2.25.20,0
Hong Kong,2.25.20,84
Hungary,2.25.20,0
Iceland,2.25.20,0
India,2.25.20,3
Indonesia,2.25.20,0
Iran,2.25.20,95
Iraq,2.25.20,1
Ireland,2.25.20,0
Israel,2.25.20,1
Italy,2.25.20,322
Japan,2.25.20,170
Jordan,2.25.20,0
Kuwait,2.25.20,11
Latvia,2.25.20,0
Lebanon,2.25.20,1
Liechtenstein,2.25.20,0
Lithuania,2.25.20,0
Luxembourg,2.25.20,0
Macau,2.25.20,10
Mainland China,2.25.20,77660
Malaysia,2.25.20,22
Malta,2.25.20,0
Martinique,2.25.20,0
Mexico,2.25.20,0
Monaco,2.25.20,0
Morocco,2.25.20,0
Nepal,2.25.20,1
Netherlands,2.25.20,0
New Zealand,2.25.20,0
Nigeria,2.25.20,0
North Macedonia,2.25.20,0
Norway,2.25.20,0
Oman,2.25.20,2
Others,2.25.20,691
Pakistan,2.25.20,0
Palestine,2.25.20,0
Peru,2.25.20,0
Philippines,2.25.20,3
Poland,2.25.20,0
Portugal,2.25.20,0
Qatar,2.25.20,0
Romania,2.25.20,0
Russia,2.25.20,2
Saint Barthelemy,2.25.20,0
San Marino,2.25.20,0
Saudi Arabia,2.25.20,0
Senegal,2.25.20,0
Serbia,2.25.20,0
Singapore,2.25.20,91
Slovakia,2.25.20,0
Slovenia,2.25.20,0
South Africa,2.25.20,0
South Korea,2.25.20,977
Spain,2.25.20,6
Sri Lanka,2.25.20,1
Sweden,2.25.20,1
Switzerland,2.25.20,1
Taiwan,2.25.20,31
Thailand,2.25.20,37
Togo,2.25.20,0
Tunisia,2.25.20,0
UK,2.25.20,13
Ukraine,2.25.20,0
United Arab Emirates,2.25.20,13
US,2.25.20,53
Vatican City,2.25.20,0
Vietnam,2.25.20,16
Afghanistan,2.26.20,1
Algeria,2.26.20,1
Andorra,2.26.20,0
Argentina,2.26.20,0
Armenia,2.26.20,0
Australia,2.26.20,22
Austria,2.26.20,2
Azerbaijan,2.26.20,0
Bahrain,2.26.20,33
Belarus,2.26.20,0
Belgium,2.26.20,1
Bhutan,2.26.20,0
Bosnia and Herzegovina,2.26.20,0
Brazil,2.26.20,1
Cambodia,2.26.20,1
Cameroon,2.26.20,0
Canada,2.26.20,11
Chile,2.26.20,0
Colombia,2.26.20,0
Costa Rica,2.26.20,0
Croatia,2.26.20,3
Czech Republic,2.26.20,0
Denmark,2.26.20,0
Dominican Republic,2.26.20,0
Ecuador,2.26.20,0
Egypt,2.26.20,1
Estonia,2.26.20,0
Faroe Islands,2.26.20,0
Finland,2.26.20,2
France,2.26.20,18
French Guiana,2.26.20,0
Georgia,2.26.20,1
Germany,2.26.20,27
Gibraltar,2.26.20,0
Greece,2.26.20,1
Hong Kong,2.26.20,91
Hungary,2.26.20,0
Iceland,2.26.20,0
India,2.26.20,3
Indonesia,2.26.20,0
Iran,2.26.20,139
Iraq,2.26.20,5
Ireland,2.26.20,0
Israel,2.26.20,2
Italy,2.26.20,453
Japan,2.26.20,189
Jordan,2.26.20,0
Kuwait,2.26.20,26
Latvia,2.26.20,0
Lebanon,2.26.20,2
Liechtenstein,2.26.20,0
Lithuania,2.26.20,0
Luxembourg,2.26.20,0
Macau,2.26.20,10
Mainland China,2.26.20,78065
Malaysia,2.26.20,22
Malta,2.26.20,0
Martinique,2.26.20,0
Mexico,2.26.20,0
Monaco,2.26.20,0
Morocco,2.26.20,0
Nepal,2.26.20,1
Netherlands,2.26.20,0
New Zealand,2.26.20,0
Nigeria,2.26.20,0
North Macedonia,2.26.20,1
Norway,2.26.20,1
Oman,2.26.20,4
Others,2.26.20,705
Pakistan,2.26.20,2
Palestine,2.26.20,0
Peru,2.26.20,0
Philippines,2.26.20,3
Poland,2.26.20,0
Portugal,2.26.20,0
Qatar,2.26.20,0
Romania,2.26.20,1
Russia,2.26.20,2
Saint Barthelemy,2.26.20,0
San Marino,2.26.20,0
Saudi Arabia,2.26.20,0
Senegal,2.26.20,0
Serbia,2.26.20,0
Singapore,2.26.20,93
Slovakia,2.26.20,0
Slovenia,2.26.20,0
South Africa,2.26.20,0
South Korea,2.26.20,1261
Spain,2.26.20,13
Sri Lanka,2.26.20,1
Sweden,2.26.20,2
Switzerland,2.26.20,1
Taiwan,2.26.20,32
Thailand,2.26.20,40
Togo,2.26.20,0
Tunisia,2.26.20,0
UK,2.26.20,13
Ukraine,2.26.20,0
United Arab Emirates,2.26.20,13
US,2.26.20,59
Vatican City,2.26.20,0
Vietnam,2.26.20,16
Afghanistan,2.27.20,1
Algeria,2.27.20,1
Andorra,2.27.20,0
Argentina,2.27.20,0
Armenia,2.27.20,0
Australia,2.27.20,23
Austria,2.27.20,3
Azerbaijan,2.27.20,0
Bahrain,2.27.20,33
Belarus,2.27.20,0
Belgium,2.27.20,1
Bhutan,2.27.20,0
Bosnia and Herzegovina,2.27.20,0
Brazil,2.27.20,1
Cambodia,2.27.20,1
Cameroon,2.27.20,0
Canada,2.27.20,13
Chile,2.27.20,0
Colombia,2.27.20,0
Costa Rica,2.27.20,0
Croatia,2.27.20,3
Czech Republic,2.27.20,0
Denmark,2.27.20,1
Dominican Republic,2.27.20,0
Ecuador,2.27.20,0
Egypt,2.27.20,1
Estonia,2.27.20,1
Faroe Islands,2.27.20,0
Finland,2.27.20,2
France,2.27.20,38
French Guiana,2.27.20,0
Georgia,2.27.20,1
Germany,2.27.20,46
Gibraltar,2.27.20,0
Greece,2.27.20,3
Hong Kong,2.27.20,92
Hungary,2.27.20,0
Iceland,2.27.20,0
India,2.27.20,3
Indonesia,2.27.20,0
Iran,2.27.20,245
Iraq,2.27.20,7
Ireland,2.27.20,0
Israel,2.27.20,3
Italy,2.27.20,655
Japan,2.27.20,214
Jordan,2.27.20,0
Kuwait,2.27.20,43
Latvia,2.27.20,0
Lebanon,2.27.20,2
Liechtenstein,2.27.20,0
Lithuania,2.27.20,0
Luxembourg,2.27.20,0
Macau,2.27.20,10
Mainland China,2.27.20,78498
Malaysia,2.27.20,23
Malta,2.27.20,0
Martinique,2.27.20,0
Mexico,2.27.20,0
Monaco,2.27.20,0
Morocco,2.27.20,0
Nepal,2.27.20,1
Netherlands,2.27.20,1
New Zealand,2.27.20,0
Nigeria,2.27.20,0
North Macedonia,2.27.20,1
Norway,2.27.20,1
Oman,2.27.20,4
Others,2.27.20,705
Pakistan,2.27.20,2
Palestine,2.27.20,0
Peru,2.27.20,0
Philippines,2.27.20,3
Poland,2.27.20,0
Portugal,2.27.20,0
Qatar,2.27.20,0
Romania,2.27.20,1
Russia,2.27.20,2
Saint Barthelemy,2.27.20,0
San Marino,2.27.20,1
Saudi Arabia,2.27.20,0
Senegal,2.27.20,0
Serbia,2.27.20,0
Singapore,2.27.20,93
Slovakia,2.27.20,0
Slovenia,2.27.20,0
South Africa,2.27.20,0
South Korea,2.27.20,1766
Spain,2.27.20,15
Sri Lanka,2.27.20,1
Sweden,2.27.20,7
Switzerland,2.27.20,8
Taiwan,2.27.20,32
Thailand,2.27.20,40
Togo,2.27.20,0
Tunisia,2.27.20,0
UK,2.27.20,15
Ukraine,2.27.20,0
United Arab Emirates,2.27.20,13
US,2.27.20,60
Vatican City,2.27.20,0
Vietnam,2.27.20,16
Afghanistan,2.28.20,1
Algeria,2.28.20,1
Andorra,2.28.20,0
Argentina,2.28.20,0
Armenia,2.28.20,0
Australia,2.28.20,23
Austria,2.28.20,3
Azerbaijan,2.28.20,0
Bahrain,2.28.20,36
Belarus,2.28.20,1
Belgium,2.28.20,1
Bhutan,2.28.20,0
Bosnia and Herzegovina,2.28.20,0
Brazil,2.28.20,1
Cambodia,2.28.20,1
Cameroon,2.28.20,0
Canada,2.28.20,14
Chile,2.28.20,0
Colombia,2.28.20,0
Costa Rica,2.28.20,0
Croatia,2.28.20,5
Czech Republic,2.28.20,0
Denmark,2.28.20,1
Dominican Republic,2.28.20,0
Ecuador,2.28.20,0
Egypt,2.28.20,1
Estonia,2.28.20,1
Faroe Islands,2.28.20,0
Finland,2.28.20,2
France,2.28.20,57
French Guiana,2.28.20,0
Georgia,2.28.20,1
Germany,2.28.20,48
Gibraltar,2.28.20,0
Greece,2.28.20,4
Hong Kong,2.28.20,94
Hungary,2.28.20,0
Iceland,2.28.20,1
India,2.28.20,3
Indonesia,2.28.20,0
Iran,2.28.20,388
Iraq,2.28.20,7
Ireland,2.28.20,0
Israel,2.28.20,4
Italy,2.28.20,888
Japan,2.28.20,228
Jordan,2.28.20,0
Kuwait,2.28.20,45
Latvia,2.28.20,0
Lebanon,2.28.20,2
Liechtenstein,2.28.20,0
Lithuania,2.28.20,1
Luxembourg,2.28.20,0
Macau,2.28.20,10
Mainland China,2.28.20,78824
Malaysia,2.28.20,23
Malta,2.28.20,0
Martinique,2.28.20,0
Mexico,2.28.20,1
Monaco,2.28.20,0
Morocco,2.28.20,0
Nepal,2.28.20,1
Netherlands,2.28.20,1
New Zealand,2.28.20,1
Nigeria,2.28.20,1
North Macedonia,2.28.20,1
Norway,2.28.20,6
Oman,2.28.20,4
Others,2.28.20,705
